1990888918, 2812433141
1992989779, 2714860624
2008896259, 2684294802
2027172355, 2673707412
2036873393, 2671355285
2061481733, 2671469463
2065326640, 2676888981
2046922620, 2670487211
2044017068, 2661298496
2046766389, 2696941636


862482895, 34477632816
774145215, 35578551206
948512796, 36271258786
680253795, 36171555025
874514758, 35432780943
734064718, 35446207102
684285381, 38113460875
749598965, 35462702603
762261228, 35651654483
927167027, 36717334258
803034933, 36276013198
686466629, 10430545964

908737963, 7646112431
850894535, 7986453462
828585813, 8272878417
732954717, 8092513599
727209101, 7821708350
874459871, 7943643367
964589150, 9096896256
817033897, 7802183811
